trial_id,attempt_idx,start,end,duration,wrist_RR,wrist_DET,wrist_LAM,wrist_L_MAX,wrist_n_points,wrist_emb_dim,wrist_emb_delay,env_RR,env_DET,env_LAM,env_L_MAX,env_n_points,env_emb_dim,env_emb_delay,pair_id,condition,target_word,clue_giver_id,n_attempts,guesser_id,guessed,guess_time,n_turntakes,is_last_attempt
108_208_38_1_20250114_163310_birthday_board,1,0.66,9.66,9.0,0.0715,0.6261,0.8187,1.8,257.0,8.0,7.0,0.0566,0.9838,0.998,8.994,1500,8,20,108_208,board,birthday,108,1,,False,,0,True
108_208_39_1_20250114_163319_beauty_board,1,0.85,7.09,6.24,0.0487,0.6273,0.7701,0.8333,173.0,8.0,7.0,0.026,0.9612,0.9899,2.7,1040,8,15,108_208,board,beauty,108,1,,False,,0,True
108_208_40_1_20250114_163328_christmas_board,1,0.72,6.72,6.0,0.0386,0.5186,0.7738,0.4667,137.0,8.0,9.0,0.0427,0.984,0.9999,5.996,1500,8,20,108_208,board,christmas,108,1,,False,,0,True
108_208_41_1_20250114_163344_trumpet_board,1,0.0,8.48,8.48,0.135,0.7862,0.8827,3.1667,255.0,8.0,7.0,0.1087,0.9894,0.995,1.352,1060,8,15,108_208,board,trumpet,108,1,,False,,0,True
108_208_42_1_20250114_163352_music_board,1,1.01,5.61,4.6,0.0331,0.4202,0.7479,1.0,120.0,8.0,10.0,0.001,0.1529,0.2029,0.26,1150,8,19,108_208,board,music,108,1,208.0,True,5.02,0,True
108_208_43_1_20250114_163408_hunger_board,1,1.17,5.17,4.0,0.0799,0.647,0.8887,0.4333,120.0,8.0,9.0,0.0699,0.9602,0.9942,3.992,500,8,17,108_208,board,hunger,108,3,208.0,True,13.17,4,False
108_208_43_1_20250114_163408_hunger_board,2,5.17,7.17,2.0,0.0839,0.7219,0.9735,1.6333,60.0,8.0,9.0,0.1445,0.9714,0.9998,1.992,250,8,17,108_208,board,hunger,108,3,208.0,True,13.17,4,False
108_208_43_1_20250114_163408_hunger_board,3,9.17,15.17,6.0,0.0771,0.6261,0.8411,2.7667,137.0,8.0,9.0,0.0463,0.9643,0.9973,5.728,717,8,17,108_208,board,hunger,108,3,208.0,True,13.17,4,True
108_208_45_1_20250114_163506_sushi_board,1,2.19,7.79,5.6,0.082,0.669,0.8621,0.7667,168.0,8.0,13.0,0.1509,0.9636,0.9935,3.36,467,8,40,108_208,board,sushi,208,1,108.0,True,3.18,0,True
108_208_46_1_20250114_163523_jungle_board,1,8.24,14.2,5.96,0.0898,0.4262,0.698,0.2333,178.0,8.0,6.0,0.0071,0.7079,0.9274,1.94,596,8,21,108_208,board,jungle,208,1,108.0,True,14.34,2,True
108_208_47_1_20250114_163536_yellow_board,1,2.67,9.46,6.79,0.0287,0.5309,0.7785,0.6,203.0,8.0,7.0,0.0155,0.9392,0.9647,1.248,1132,8,25,108_208,board,yellow,208,1,108.0,True,8.6,0,True
108_208_48_1_20250114_163634_flannel_board,1,1.65,3.65,2.0,1.0,0.9828,1.0,1.9667,60.0,8.0,16.0,0.3094,0.7689,0.9294,0.3,67,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,False
108_208_48_1_20250114_163634_flannel_board,2,5.27,7.65,2.38,0.4092,0.8725,0.9457,1.7333,71.0,8.0,16.0,0.0575,0.6574,0.9721,0.3,79,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,False
108_208_48_1_20250114_163634_flannel_board,3,19.86,21.86,2.0,0.7072,0.8759,0.9509,1.9667,60.0,8.0,16.0,0.1553,0.792,0.9613,0.3,67,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,False
108_208_48_1_20250114_163634_flannel_board,4,25.43,27.43,2.0,0.0372,0.1791,0.5821,0.1,60.0,8.0,16.0,0.3018,0.9048,0.9838,1.02,67,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,False
108_208_48_1_20250114_163634_flannel_board,5,30.35,32.95,2.6,0.0187,0.0702,0.5175,0.0667,78.0,8.0,16.0,0.077,0.4871,0.7976,0.3,87,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,False
108_208_48_1_20250114_163634_flannel_board,6,34.55,36.55,2.0,0.025,0.1333,0.4222,0.0667,60.0,8.0,16.0,0.0283,0.2362,0.7008,0.18,67,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,False
108_208_48_1_20250114_163634_flannel_board,7,37.83,40.15,2.32,0.0151,0.0,0.1081,0.0,70.0,8.0,16.0,0.0529,0.6522,0.9534,1.11,78,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,False
108_208_48_1_20250114_163634_flannel_board,8,42.31,44.31,2.0,0.0772,0.5468,0.8129,0.5,60.0,8.0,16.0,0.0684,0.5839,0.896,0.66,66,8,11,108_208,board,flannel,208,8,108.0,True,52.91,15,True
108_208_49_1_20250114_163641_doughnut_board,1,1.68,3.68,2.0,0.1173,0.623,0.882,1.0,51.0,7.0,14.0,0.0032,0.351,0.5051,0.088,500,8,30,108_208,board,doughnut,208,1,108.0,False,,1,True
108_208_51_1_20250114_163806_spinach_board,1,3.02,22.59,19.57,0.2561,0.6305,0.7921,3.6667,293.0,8.0,7.0,0.0867,0.8318,0.9164,4.248,544,8,5,108_208,board,spinach,208,5,108.0,False,,8,False
108_208_51_1_20250114_163806_spinach_board,2,26.83,38.18,11.35,0.0278,0.5846,0.7425,2.4667,170.0,8.0,7.0,0.0188,0.6717,0.8484,2.34,315,8,5,108_208,board,spinach,208,5,108.0,False,,8,False
108_208_51_1_20250114_163806_spinach_board,3,42.14,52.61,10.47,0.0086,0.0474,0.3033,0.2,157.0,8.0,7.0,0.0954,0.9316,0.9646,3.744,291,8,5,108_208,board,spinach,208,5,108.0,False,,8,False
108_208_51_1_20250114_163806_spinach_board,4,54.61,57.61,3.0,0.04,0.0494,0.3086,0.1333,45.0,8.0,7.0,0.0122,0.0,0.0465,0.0,84,8,5,108_208,board,spinach,208,5,108.0,False,,8,False
108_208_51_1_20250114_163806_spinach_board,5,59.61,64.62,5.01,0.1662,0.7957,0.9455,2.9333,75.0,8.0,7.0,0.0542,0.6437,0.8691,1.584,139,8,5,108_208,board,spinach,208,5,108.0,False,,8,True
108_208_52_1_20250114_163842_blanket_board,1,2.0,8.0,6.0,0.1337,0.9191,0.9674,1.7667,172.0,8.0,6.0,0.0212,0.9468,0.9979,5.994,1000,8,21,108_208,board,blanket,208,1,,False,,0,True
108_208_53_1_20250114_163852_pillow_board,1,0.78,6.63,5.85,0.0783,0.7228,0.8704,1.7,175.0,8.0,7.0,0.0721,0.9846,0.9905,1.884,975,8,19,108_208,board,pillow,208,1,108.0,False,,1,True
108_208_54_1_20250114_163903_soda_board,1,1.1,7.1,6.0,0.0653,0.2964,0.5138,0.4667,181.0,8.0,3.0,0.0189,0.9425,0.9988,5.994,1000,8,20,108_208,board,soda,208,1,108.0,True,7.42,0,True
116_216_12_1_20250116_102514_butter_board,1,3.47,5.47,2.0,0.0306,0.2364,0.6636,0.1,60.0,8.0,6.0,0.002,0.0078,0.0333,0.008,500,4,33,116_216,board,butter,116,1,,False,,0,True
116_216_13_1_20250116_102527_traffic_board,1,4.37,9.37,5.0,0.0068,0.0,0.0519,0.0,150.0,8.0,5.0,0.0012,0.0,0.0,0.0,833,8,27,116_216,board,traffic,116,1,216.0,True,8.32,0,True
116_216_14_1_20250116_102556_picture_board,1,3.54,10.06,6.52,0.1872,0.8372,0.9206,1.5667,195.0,8.0,6.0,0.2501,0.9553,0.9863,2.928,407,8,12,116_216,board,picture,116,3,216.0,True,26.32,6,False
116_216_14_1_20250116_102556_picture_board,2,11.06,16.86,5.8,0.0488,0.406,0.6915,1.2333,174.0,8.0,6.0,0.048,0.8639,0.9669,4.352,362,8,12,116_216,board,picture,116,3,216.0,True,26.32,6,False
116_216_14_1_20250116_102556_picture_board,3,16.86,21.3,4.44,0.0686,0.2744,0.5674,0.2333,134.0,8.0,6.0,0.0317,0.7494,0.9543,4.16,278,8,12,116_216,board,picture,116,3,216.0,True,26.32,6,True
116_216_15_1_20250116_102602_siren_board,1,0.75,2.75,2.0,0.1144,0.5583,0.8471,0.9667,60.0,8.0,5.0,0.0281,0.9279,1.0,1.996,500,8,18,116_216,board,siren,116,1,216.0,False,,1,True
116_216_16_1_20250116_102611_pasta_board,1,0.37,7.32,6.95,0.055,0.4087,0.6802,0.2667,192.0,8.0,5.0,0.0735,0.9918,0.9954,1.908,1737,7,22,116_216,board,pasta,116,1,216.0,True,5.94,0,True
116_216_17_1_20250116_102622_yellow_board,1,1.42,8.28,6.86,0.0839,0.8619,0.902,2.0667,206.0,8.0,6.0,0.0726,0.9879,0.992,2.154,1143,8,22,116_216,board,yellow,116,1,216.0,True,8.03,0,True
116_216_18_1_20250116_102638_hunger_board,1,3.95,13.95,10.0,0.0364,0.4463,0.6511,0.8667,300.0,8.0,4.0,0.0551,0.9743,0.9953,9.992,1250,8,24,116_216,board,hunger,116,1,216.0,True,12.96,0,True
116_216_19_1_20250116_102654_leather_board,1,1.42,11.92,10.5,0.0743,0.5284,0.7353,1.1667,315.0,8.0,7.0,0.0659,0.9876,0.9957,3.664,1312,8,16,116_216,board,leather,116,1,216.0,True,12.16,0,True
116_216_20_1_20250116_102710_pillow_board,1,1.04,6.72,5.68,0.3199,0.7822,0.866,3.8333,170.0,8.0,6.0,0.1044,0.9732,0.995,5.672,710,8,23,116_216,board,pillow,116,2,216.0,True,12.46,2,False
116_216_20_1_20250116_102710_pillow_board,2,7.6,12.74,5.14,0.0182,0.1528,0.5741,0.1,154.0,8.0,6.0,0.0488,0.938,0.9869,5.136,643,8,23,116_216,board,pillow,116,2,216.0,True,12.46,2,True
116_216_21_1_20250116_102716_muscle_board,1,0.62,2.52,1.9,0.0896,0.5636,0.9003,0.2333,57.0,5.0,13.0,0.0386,0.9435,0.9999,1.896,475,8,27,116_216,board,muscle,116,1,216.0,True,1.74,0,True
116_216_23_1_20250116_102753_doughnut_ground,1,0.59,10.09,9.5,0.0728,0.6622,0.8097,1.1,285.0,8.0,4.0,0.079,0.9887,0.9988,9.468,1579,8,29,116_216,ground,doughnut,216,1,,False,,0,True
116_216_24_1_20250116_102808_bacon_ground,1,0.82,7.51,6.69,0.0805,0.5109,0.7409,1.4333,201.0,8.0,5.0,0.1197,0.9876,0.9996,6.68,836,8,27,116_216,ground,bacon,216,2,116.0,False,,2,False
116_216_24_1_20250116_102808_bacon_ground,2,7.51,13.51,6.0,0.0354,0.5197,0.8051,1.1333,149.0,8.0,5.0,0.0534,0.9416,0.9907,4.624,579,8,27,116_216,ground,bacon,216,2,116.0,False,,2,True
116_216_25_1_20250116_102832_puppy_ground,1,0.66,7.44,6.78,0.0405,0.7046,0.8375,1.0333,204.0,8.0,9.0,0.0707,0.9174,0.9712,2.724,565,8,18,116_216,ground,puppy,216,3,116.0,True,19.86,4,False
116_216_25_1_20250116_102832_puppy_ground,2,7.84,9.48,1.64,0.0354,0.1647,0.7765,0.1,49.0,8.0,9.0,0.04,0.7405,0.9676,0.864,136,8,18,116_216,ground,puppy,216,3,116.0,True,19.86,4,False
116_216_25_1_20250116_102832_puppy_ground,3,11.1,18.03,6.93,0.2324,0.8858,0.9522,4.5333,208.0,8.0,9.0,0.12,0.9777,0.9949,2.04,578,8,18,116_216,ground,puppy,216,3,116.0,True,19.86,4,True
116_216_26_1_20250116_102855_sugar_ground,1,1.14,20.09,18.95,0.0812,0.7852,0.8901,3.0667,524.0,8.0,16.0,0.0793,0.9802,0.995,6.396,1580,8,18,116_216,ground,sugar,216,1,116.0,True,20.4,0,True
116_216_27_1_20250116_102911_zipper_ground,1,0.75,15.44,14.69,0.0804,0.8912,0.9461,4.1667,404.0,8.0,7.0,0.0779,0.9847,0.9971,7.248,1736,8,21,116_216,ground,zipper,216,1,,False,,0,True
116_216_28_1_20250116_102950_cologne_ground,1,3.31,25.54,22.23,0.1157,0.7709,0.8727,4.5,667.0,8.0,10.0,0.0226,0.8602,0.9438,2.88,1111,8,16,116_216,ground,cologne,216,2,116.0,True,35.65,4,False
116_216_28_1_20250116_102950_cologne_ground,2,25.54,35.49,9.95,0.045,0.5003,0.7574,0.2667,298.0,8.0,10.0,0.2745,0.9871,0.9961,5.76,498,8,16,116_216,ground,cologne,216,2,116.0,True,35.65,4,True
116_216_29_1_20250116_103005_hamster_ground,1,1.07,13.95,12.88,0.0867,0.775,0.8849,3.7667,328.0,8.0,8.0,0.0622,0.9865,0.9952,1.8,1473,8,18,116_216,ground,hamster,216,1,,False,,0,True
116_216_30_1_20250116_103021_tiger_ground,1,0.82,14.66,13.84,0.0823,0.7837,0.9011,0.8333,368.0,8.0,9.0,0.0733,0.9811,0.9963,7.56,1604,8,27,116_216,ground,tiger,216,1,,True,11.66,0,True
116_216_31_1_20250116_103035_chlorine_ground,1,1.17,12.17,11.0,0.0833,0.8137,0.9069,1.4333,284.0,8.0,11.0,0.0677,0.9648,0.9888,10.832,1355,8,21,116_216,ground,chlorine,216,1,,False,,0,True
116_216_32_1_20250116_103144_walnut_ground,1,0.75,15.75,15.0,0.1028,0.6319,0.799,1.6667,225.0,8.0,11.0,0.1406,0.736,0.8851,4.356,417,8,13,116_216,ground,walnut,216,5,116.0,False,,8,False
116_216_32_1_20250116_103144_walnut_ground,2,17.75,31.75,14.0,0.1236,0.5736,0.8132,1.0667,210.0,8.0,11.0,0.084,0.6108,0.8063,1.26,388,8,13,116_216,ground,walnut,216,5,116.0,False,,8,False
116_216_32_1_20250116_103144_walnut_ground,3,35.54,51.07,15.53,0.0299,0.4985,0.6948,1.4,233.0,8.0,11.0,0.0584,0.5353,0.769,2.232,431,8,13,116_216,ground,walnut,216,5,116.0,False,,8,False
116_216_32_1_20250116_103144_walnut_ground,4,52.07,59.07,7.0,0.0453,0.2806,0.517,0.2,105.0,8.0,11.0,0.042,0.5019,0.8085,0.432,194,8,13,116_216,ground,walnut,216,5,116.0,False,,8,False
116_216_32_1_20250116_103144_walnut_ground,5,62.07,65.07,3.0,0.7222,0.7692,0.9712,0.3333,12.0,8.0,11.0,0.1922,0.8437,0.9602,2.664,75,8,13,116_216,ground,walnut,216,5,116.0,False,,8,True
116_216_34_1_20250116_103225_flower_ground,1,2.51,8.11,5.6,0.1448,0.4159,0.66,0.2333,168.0,8.0,7.0,0.0168,0.9265,0.9971,4.734,933,7,32,116_216,ground,flower,116,1,216.0,True,6.58,0,True
116_216_35_1_20250116_103333_flannel_ground,1,1.01,16.14,15.13,0.0251,0.5137,0.7416,1.1,454.0,8.0,11.0,0.1465,0.8603,0.9424,3.536,445,8,9,116_216,ground,flannel,116,2,216.0,False,,3,False
116_216_35_1_20250116_103333_flannel_ground,2,16.14,27.0,10.86,0.1192,0.6744,0.8243,2.6333,326.0,8.0,11.0,0.1246,0.7013,0.8522,4.25,320,8,9,116_216,ground,flannel,116,2,216.0,False,,3,True
116_216_36_1_20250116_103426_jungle_ground,1,2.96,4.96,2.0,0.9322,0.9601,0.9884,1.9667,60.0,8.0,11.0,0.0428,0.768,0.9886,1.624,143,8,12,116_216,ground,jungle,116,5,216.0,True,24.98,8,False
116_216_36_1_20250116_103426_jungle_ground,2,5.96,7.96,2.0,0.815,0.9741,0.9976,1.9667,60.0,8.0,11.0,0.0801,0.865,0.9841,1.988,143,8,12,116_216,ground,jungle,116,5,216.0,True,24.98,8,False
116_216_36_1_20250116_103426_jungle_ground,3,10.96,11.96,1.0,0.0333,0.0,0.0,0.0,30.0,8.0,11.0,0.0617,0.7312,0.9969,0.994,72,8,12,116_216,ground,jungle,116,5,216.0,True,24.98,8,False
116_216_36_1_20250116_103426_jungle_ground,4,13.96,14.96,1.0,0.1178,0.5283,0.8962,0.1667,30.0,8.0,11.0,0.2708,0.8894,0.981,0.98,71,8,12,116_216,ground,jungle,116,5,216.0,True,24.98,8,False
116_216_36_1_20250116_103426_jungle_ground,5,19.4,24.4,5.0,0.0069,0.0,0.0764,0.0,151.0,8.0,11.0,0.052,0.8587,0.9695,4.984,357,8,12,116_216,ground,jungle,116,5,216.0,True,24.98,8,True
116_216_37_1_20250116_103447_beauty_ground,1,1.14,10.79,9.65,0.0989,0.6638,0.8152,0.6333,289.0,8.0,13.0,0.0425,0.9343,0.9854,7.944,805,8,22,116_216,ground,beauty,116,1,216.0,True,10.89,0,True
116_216_38_1_20250116_103502_coffee_ground,1,0.91,6.57,5.66,0.0569,0.41,0.7238,0.5667,170.0,8.0,10.0,0.1875,0.9903,0.9974,3.024,708,8,19,116_216,ground,coffee,116,2,216.0,True,11.56,2,False
116_216_38_1_20250116_103502_coffee_ground,2,8.57,10.57,2.0,0.1328,0.682,0.8745,0.9333,60.0,8.0,10.0,0.0115,0.624,0.8412,0.336,250,8,19,116_216,ground,coffee,116,2,216.0,True,11.56,2,True
116_216_39_1_20250116_103539_birthday_ground,1,0.88,8.88,8.0,0.0468,0.5475,0.75,2.3333,240.0,8.0,9.0,0.1111,0.9235,0.9814,7.98,400,8,12,116_216,ground,birthday,116,4,216.0,True,34.42,6,False
116_216_39_1_20250116_103539_birthday_ground,2,13.88,14.88,1.0,0.0422,0.0,0.2632,0.0,30.0,8.0,9.0,0.1584,0.7576,0.9899,0.98,50,8,12,116_216,ground,birthday,116,4,216.0,True,34.42,6,False
116_216_39_1_20250116_103539_birthday_ground,3,24.88,29.88,5.0,0.1692,0.5914,0.781,0.2667,150.0,8.0,9.0,0.0379,0.7247,0.9193,2.82,250,8,12,116_216,ground,birthday,116,4,216.0,True,34.42,6,False
116_216_39_1_20250116_103539_birthday_ground,4,30.88,34.88,4.0,0.0651,0.2225,0.3803,0.1,109.0,8.0,9.0,0.053,0.7399,0.9119,2.42,200,8,12,116_216,ground,birthday,116,4,216.0,True,34.42,6,True
116_216_41_1_20250116_103635_soda_ground,1,1.07,10.57,9.5,0.0938,0.7477,0.8801,2.1667,285.0,8.0,11.0,0.364,0.9545,0.9821,7.248,396,8,13,116_216,ground,soda,116,5,216.0,False,,8,False
116_216_41_1_20250116_103635_soda_ground,2,13.57,14.57,1.0,0.3756,0.6154,0.855,0.1667,30.0,8.0,11.0,0.2086,0.663,0.8995,0.192,42,8,13,116_216,ground,soda,116,5,216.0,False,,8,False
116_216_41_1_20250116_103635_soda_ground,3,19.57,21.57,2.0,0.1261,0.4581,0.7379,0.2667,60.0,8.0,11.0,0.021,0.2069,0.5379,0.096,83,8,13,116_216,ground,soda,116,5,216.0,False,,8,False
116_216_41_1_20250116_103635_soda_ground,4,37.39,43.39,6.0,0.1098,0.4958,0.713,0.9333,180.0,8.0,11.0,0.0793,0.8304,0.9354,1.872,250,8,13,116_216,ground,soda,116,5,216.0,False,,8,False
116_216_42_1_20250116_103705_exam_ground,1,0.94,13.62,12.68,0.0438,0.3279,0.5752,0.5,380.0,8.0,7.0,0.0883,0.9292,0.9745,3.936,793,8,12,116_216,ground,exam,116,3,216.0,True,26.94,5,False
116_216_42_1_20250116_103705_exam_ground,2,13.62,20.98,7.36,0.1337,0.5301,0.7402,1.4333,221.0,8.0,7.0,0.0792,0.9309,0.9804,3.52,460,8,12,116_216,ground,exam,116,3,216.0,True,26.94,5,False
116_216_42_1_20250116_103705_exam_ground,3,20.98,27.5,6.52,0.1515,0.8065,0.9113,4.2333,196.0,8.0,7.0,0.033,0.8146,0.9577,1.488,407,8,12,116_216,ground,exam,116,3,216.0,True,26.94,5,True
116_216_45_1_20250116_103813_gravy_board,1,1.07,24.85,23.78,0.0652,0.5734,0.7602,3.1,668.0,8.0,6.0,0.066,0.9569,0.9865,8.946,1579,8,17,116_216,board,gravy,216,1,,False,,0,True
116_216_46_1_20250116_103828_cherry_board,1,0.66,14.66,14.0,0.057,0.8154,0.9209,1.9667,371.0,8.0,8.0,0.0555,0.9773,0.9953,11.512,1656,8,17,116_216,board,cherry,216,1,,False,,0,True
116_216_47_1_20250116_103841_sushi_board,1,1.07,8.79,7.72,0.0354,0.3317,0.5819,0.2333,231.0,8.0,5.0,0.0624,0.9822,0.9963,2.406,1286,8,22,116_216,board,sushi,216,1,,False,,0,True
116_216_48_1_20250116_103854_river_board,1,0.82,12.79,11.97,0.0755,0.8483,0.9087,2.3333,284.0,8.0,7.0,0.0809,0.9902,0.9996,9.582,1598,8,37,116_216,board,river,216,1,,False,,0,True
116_216_49_1_20250116_103913_blanket_board,1,,,,,,,,,,,0.0632,0.9674,0.9911,13.99,1400,8,22,116_216,board,blanket,216,2,116.0,False,,2,False
116_216_49_1_20250116_103913_blanket_board,2,,,,,,,,,,,0.1832,0.9666,0.9979,2.05,206,8,22,116_216,board,blanket,216,2,116.0,False,,2,True
116_216_50_1_20250116_103951_spinach_board,1,,,,,,,,,,,0.0697,0.8763,0.9541,0.66,1019,8,22,116_216,board,spinach,216,2,116.0,False,,2,False
116_216_50_1_20250116_103951_spinach_board,2,,,,,,,,,,,0.084,0.934,0.9784,1.84,613,8,22,116_216,board,spinach,216,2,116.0,False,,2,True
116_216_51_1_20250116_104027_movie_board,1,,,,,,,,,,,0.0809,0.9477,0.9831,3.168,708,8,12,116_216,board,movie,216,2,116.0,False,,2,False
116_216_51_1_20250116_104027_movie_board,2,,,,,,,,,,,0.01,0.6366,0.8556,1.71,683,8,12,116_216,board,movie,216,2,116.0,False,,2,True
116_216_52_1_20250116_104050_christmas_board,1,,,,,,,,,,,0.0754,0.9876,0.9969,5.448,1672,8,13,116_216,board,christmas,216,1,,False,,0,True
116_216_53_1_20250116_104129_trumpet_board,1,,,,,,,,,,,0.0751,0.9564,0.9833,3.18,1763,8,12,116_216,board,trumpet,216,1,,False,,0,True
116_216_54_1_20250116_104150_balloon_board,1,,,,,,,,,,,0.0749,0.9783,0.9945,16.52,1653,8,36,116_216,board,balloon,216,1,,False,,0,True
